Time Step,Time,Total Discharge
695,2015-12-29 23:00:00,0.478320
696,2015-12-30 00:00:00,0.478145
697,2015-12-30 01:00:00,0.477969
698,2015-12-30 02:00:00,0.477794
699,2015-12-30 03:00:00,0.477619
700,2015-12-30 04:00:00,0.477444
701,2015-12-30 05:00:00,0.477270
702,2015-12-30 06:00:00,0.477096
703,2015-12-30 07:00:00,0.476922
704,2015-12-30 08:00:00,0.476749
705,2015-12-30 09:00:00,0.476575
706,2015-12-30 10:00:00,0.476402
707,2015-12-30 11:00:00,0.476230
708,2015-12-30 12:00:00,0.476057
709,2015-12-30 13:00:00,0.475885
710,2015-12-30 14:00:00,0.475714
711,2015-12-30 15:00:00,0.475543
712,2015-12-30 16:00:00,0.475372
713,2015-12-30 17:00:00,0.475201
714,2015-12-30 18:00:00,0.475031
715,2015-12-30 19:00:00,0.474861
716,2015-12-30 20:00:00,0.474692
717,2015-12-30 21:00:00,0.474523
718,2015-12-30 22:00:00,0.474355
719,2015-12-30 23:00:00,0.474187
